index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3388,"ingefära hus! Private room Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.71148,-73.95573,Private room,94,2,272,27/06/2019,3.18,3,22
3389,Cozy Private Room in Uptown Manahattan,43027007,Robbie,Manhattan,East Harlem,40.7949,-73.93627,Private room,57,1,26,3/06/2019,2.82,1,344
3390,East Harlem Holiday Stay,5474579,Seun,Manhattan,East Harlem,40.79617,-73.93452,Entire home/apt,85,1,0,,,1,0
3391,Manhattan - 15 mins to Midtown!,111298791,Nidia,Manhattan,Washington Heights,40.84941,-73.93432,Private room,60,3,51,3/06/2019,1.78,1,0
3392,Perfect Midtown Apt E. 50th St,286313,Kiovanna,Manhattan,Midtown,40.75383,-73.96777,Entire home/apt,133,6,22,29/06/2019,0.33,1,5
3393,SPACIOUS APT CLOSE TO MANHATTAN!!,42008401,Adam,Queens,Long Island City,40.75403,-73.91814,Entire home/apt,140,1,9,19/04/2016,0.19,1,0
3394,Mid-Century Modern En-Suite in Brownstone!,9492212,Emily And Joel,Brooklyn,Park Slope,40.66898,-73.97831,Private room,169,1,151,19/01/2019,2.58,4,0
3395,Pam's cozy 2 bedroom in Brooklyn,236565167,Pamilitta,Brooklyn,East Flatbush,40.6386,-73.93654,Private room,80,1,10,26/05/2019,1.95,1,4
3396,"One private guest room in a 3 bedroom
Condo.",29011140,Nebiyu,Manhattan,Harlem,40.80672,-73.95404,Private room,80,5,0,,,1,0
3397,"Kozzy in Clinton Hill Brooklyn, NY,",1290193,Henry,Brooklyn,Bedford-Stuyvesant,40.68617,-73.95927,Private room,50,4,3,28/05/2019,1.76,1,365
3398,"Go to NYC? Stay with us. Cozy, Clean &Close all",137501374,LKL Rental,Queens,Elmhurst,40.73998,-73.86802,Private room,28,1,12,24/06/2019,3.03,3,236
3399,Quiet and Close to transportation,75035789,Stuart,Queens,Maspeth,40.7321,-73.89712,Private room,40,1,0,,,1,156
3400,Cozy one bedroom apartment with modern touch!,262035496,Omwattie,Brooklyn,East Flatbush,40.65472,-73.93683,Entire home/apt,115,2,7,18/06/2019,5.83,1,123
3401,Private bedroom w/ king size bed + pvt bathroom,4224309,Rachel...You Can Call Me Kaya :),Manhattan,Washington Heights,40.85081,-73.93118,Private room,150,2,3,31/05/2019,0.15,1,365
3402,Extra Cozy Room in Center of Williamsburg,4033160,Brian,Brooklyn,Williamsburg,40.71404,-73.95783,Private room,98,1,3,1/01/2017,0.1,1,0
3403,"Large, Sunny and Clean Studio Apt.in Chelsea",5111513,Jamie J.,Manhattan,Chelsea,40.74945,-73.99742,Entire home/apt,175,7,26,18/06/2019,0.8,1,188
3404,"Charming room in South Williamsburg,  Brooklyn.",10571574,Claudia,Brooklyn,Bedford-Stuyvesant,40.69892,-73.94645,Private room,77,2,74,29/06/2019,1.88,1,343
3405,Williamsburg Brooklyn,5244814,Gina,Brooklyn,Williamsburg,40.71949,-73.95827,Entire home/apt,200,3,1,2/01/2019,0.16,1,0
3406,Private and cozy room in East Williamsburg.,53103368,Caroline,Brooklyn,Williamsburg,40.70701,-73.94446,Private room,65,2,0,,,1,6
3407,"Spacious, Trendy, Convenient! Stay in Bushwick!",36012265,Ada,Brooklyn,Williamsburg,40.70454,-73.9299,Entire home/apt,159,2,13,28/04/2019,0.34,7,317
3408,Spacious Bedroom in Full Floor East Village Apt,134613498,Adonis,Manhattan,East Village,40.72717,-73.98643,Private room,180,1,28,24/06/2019,1.17,7,328
3409,Gorgeous apartment with access to all #2,175116422,Karilyn,Staten Island,Grant City,40.57856,-74.1107,Entire home/apt,72,3,11,24/03/2019,1.05,3,333
3410,Sunny Prime Heart of East Village Room,50200840,Katherine,Manhattan,East Village,40.72827,-73.9863,Private room,110,3,36,1/07/2019,0.91,1,292
3411,Charming NYC Guest Suite (Loft Room),50756378,Nina,Staten Island,Clifton,40.61595,-74.08535,Shared room,150,2,2,4/11/2018,0.22,7,312
3412,Fam-Friendly Brooklyn Brownstone w. Vintage charm,2362991,Ashley,Brooklyn,Bedford-Stuyvesant,40.68398,-73.93464,Entire home/apt,139,2,6,27/06/2019,2.02,1,0
3413,Private cozy room By Yankee stadium,246666261,Jovid,Bronx,Claremont Village,40.84355,-73.91103,Private room,55,1,8,17/06/2019,2.67,1,358
3414,A sunny bedroom in a spacious loft,731601,Idil,Queens,Astoria,40.77159,-73.93089,Private room,40,90,0,,,2,0
3415,Sofa Bed For Rent Near The Q Train: Girls Only.,197368927,Cebile,Brooklyn,Sheepshead Bay,40.60852,-73.95368,Shared room,40,2,3,4/07/2019,1.14,8,343
3416,Beautiful shared apartment,129124146,KImberly,Queens,Elmhurst,40.73457,-73.87211,Shared room,65,2,1,2/01/2019,0.16,3,365
3417,The Calm Stay- Comfy and Clean Getaway Room,22343983,Mo,Manhattan,Washington Heights,40.85674,-73.93003,Private room,35,2,5,30/06/2017,0.2,1,0
3418,BIG Private Room in NYC APT.,15778597,Ayo,Manhattan,Harlem,40.82243,-73.94786,Private room,50,2,2,3/01/2016,0.04,1,321
3419,Magnifique Suite au N de Manhattan - vue Cloitres,26394,Claude & Sophie,Manhattan,Inwood,40.86754,-73.92639,Private room,80,4,0,,,1,0
3420,Cozy Bedroom in Harlem,31291159,Sean,Manhattan,Harlem,40.81686,-73.94129,Private room,47,7,2,9/12/2015,0.04,1,0
3421,Simply brooklyn. Bedroom with office off L train.,7304881,Amanda,Brooklyn,Williamsburg,40.71041,-73.93847,Private room,178,2,2,4/09/2016,0.06,1,0
3422,Spacious sunny one bedroom apartment with balcony,1776666,Assaf,Brooklyn,Williamsburg,40.71106,-73.94884,Entire home/apt,160,5,15,17/05/2019,0.97,1,83
3423,Beautiful apt in Soho,46222477,Karoliina,Manhattan,SoHo,40.7261,-74.00281,Entire home/apt,145,2,61,30/10/2017,1.4,1,0
3424,"Great 1 BR, 17 minutes to Times Square!",65652567,Wayne,Queens,Woodside,40.74377,-73.9024,Entire home/apt,125,2,156,25/06/2019,4.13,1,263
3425,Adorable Midtown West Studio!,4022922,Caitlin,Manhattan,Hell's Kitchen,40.759,-73.9953,Entire home/apt,95,1,0,,,1,0
3426,New York Loft,191913119,Dylan,Manhattan,Civic Center,40.71313,-74.00541,Entire home/apt,236,2,0,,,1,0
3427,"2 BR Apt close to LGA, JFK & Midtown (3B)",259229690,Rina,Queens,Woodside,40.74632,-73.89382,Entire home/apt,179,1,4,5/07/2019,2.22,4,75
3428,"Heart of Ft Greene, newly renovated w garden patio",218417996,Sam,Brooklyn,Fort Greene,40.68904,-73.97269,Entire home/apt,210,4,20,20/06/2019,2.32,1,268
3429,❤️ Furnished One Bedroom with Terrace!! ★★★★★,15740291,Mark,Manhattan,Midtown,40.75388,-73.96727,Entire home/apt,125,2,109,25/06/2019,5.95,1,53
3430,Private furnished room near Columbia University,673215,Jessica Rose,Manhattan,Harlem,40.82441,-73.95327,Private room,100,3,1,18/09/2018,0.1,2,263
3431,Private bedroom in great LES spot,7137049,Susie,Manhattan,Lower East Side,40.71323,-73.9878,Private room,70,1,212,21/06/2019,4.64,1,41
3432,Big Room in Manhattan Apt,80957172,Richard,Manhattan,Washington Heights,40.84606,-73.93325,Private room,129,5,0,,,1,365
3433,Private & Spacious Master Suite w/ Full Bath,13730809,Kevin,Brooklyn,East New York,40.66172,-73.8975,Private room,57,5,22,2/07/2019,0.64,3,60
3434,"Spacious, simple, private bath",62784258,Eliana,Manhattan,Harlem,40.81951,-73.94161,Private room,50,1,0,,,1,21
3435,Cozy Bedroom in cute Clinton Hill brownstone apt!,15055897,Heather,Brooklyn,Clinton Hill,40.69043,-73.96736,Private room,75,2,1,24/10/2016,0.03,2,0
3436,UWS Studio - CENTRAL PARK WEST -,3962396,Nadir,Manhattan,Upper West Side,40.78585,-73.97069,Entire home/apt,132,30,1,5/11/2018,0.12,1,236
3437,Large Sunny Bedroom in 2 bedroom Apt. near train,39531110,Josseline,Brooklyn,Gravesend,40.60663,-73.9821,Private room,29,2,1,11/06/2018,0.08,1,0
3438,Financial District  Private Room,127764617,Ned,Manhattan,Financial District,40.70848,-74.0051,Private room,130,1,40,1/07/2019,2.79,1,49
3439,Bright Large Hell's Kitchen Studio,1694147,Rachel,Manhattan,Hell's Kitchen,40.76734,-73.98676,Entire home/apt,199,3,13,28/05/2019,0.27,1,4
3440,"Cozy, QUIET Dream Home in SEAPORT",2698515,Chandler,Manhattan,Financial District,40.70939,-74.00121,Entire home/apt,420,2,285,2/07/2019,4.02,1,294
3441,Mod 3 BR duplex-East Village,27974744,Cara,Manhattan,East Village,40.72755,-73.97876,Private room,100,2,156,19/06/2019,3.9,1,197
3442,Staycation Next to Central Park,260425153,Park Lane,Manhattan,Midtown,40.7649,-73.97602,Private room,450,1,0,,,14,350
3443,Converted Church Loft -Williamsburg,420993,Yanwen,Brooklyn,Williamsburg,40.71813,-73.95758,Entire home/apt,295,3,0,,,1,0
3444,Sonder | Hanover Square | Simple 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70518,-74.00994,Entire home/apt,182,29,2,1/04/2019,0.24,96,347
3445,Perfect Studio on Ft. Green Park!,93781,Devin,Brooklyn,Fort Greene,40.6918,-73.9729,Entire home/apt,130,7,83,21/06/2019,1.59,1,67
3446,"** SoHo: Clean, Safe, Private, Quiet Bedroom (B)**",104450469,Janet,Manhattan,SoHo,40.7228,-73.99799,Private room,99,2,35,7/02/2019,1.62,2,129
3447,Convenient East Village Apartment,9047774,Katrina,Manhattan,East Village,40.73009,-73.98884,Entire home/apt,150,4,0,,,1,0
3448,Trendy 2BR Apt Next to Prospect Park -Kid Friendly,1876539,Stephanie,Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95773,Entire home/apt,150,6,9,2/01/2019,0.26,1,0
3449,North Williamsburg whole apt - Off the BEDFORD L,6263282,Liza,Brooklyn,Williamsburg,40.71813,-73.95981,Entire home/apt,212,2,51,15/06/2019,0.91,1,147
3450,NYC Home Away from Home (Triplex),68271069,Mark,Manhattan,Upper West Side,40.79343,-73.97274,Entire home/apt,500,7,5,29/12/2018,0.22,1,68
3451,Beautiful Brooklyn Brownstone in Lefferts Gardens,2242911,Joshua,Brooklyn,Prospect-Lefferts Gardens,40.65928,-73.95431,Entire home/apt,200,30,0,,,1,0
3452,gorgeous apartment in financial district,115771987,Yuki,Manhattan,Financial District,40.7069,-74.0092,Entire home/apt,227,30,0,,,6,332
3453,2 Bedroom Apartment in Harlem,105069538,Sohel,Manhattan,East Harlem,40.80764,-73.93963,Entire home/apt,175,1,8,3/10/2018,0.29,1,66
3454,Brooklyn's Cozy Jewel II,117507630,Faith,Brooklyn,Crown Heights,40.67171,-73.93273,Entire home/apt,149,5,35,17/06/2019,1.81,2,12
3455,Beuty full bedroom,65827591,Nubia,Queens,Maspeth,40.73661,-73.90021,Private room,31,2,6,6/01/2019,0.65,3,259
3456,Comfortable luxury apartment with Manhattan views,24266846,Jurgen,Brooklyn,Williamsburg,40.71329,-73.9653,Entire home/apt,345,6,0,,,1,22
3457,Spacious updated pre-war House,5925222,Sophia,Brooklyn,Bushwick,40.69,-73.91885,Entire home/apt,65,2,1,1/01/2018,0.05,1,0
3458,"Private room in charming, comfortable & bright apt",11402864,Milen,Brooklyn,Crown Heights,40.66891,-73.9533,Private room,50,2,4,24/07/2017,0.1,1,0
3459,Cute inexpensive place for a short stay in Queens,78378674,Mihika,Queens,Elmhurst,40.74461,-73.87334,Shared room,40,1,1,30/12/2018,0.16,1,0
3460,Funky apartment,56342651,Valeria,Manhattan,Upper West Side,40.803,-73.96459,Entire home/apt,150,1,0,,,1,0
3461,Modern apartment in Hamilton Heights,79168536,James,Manhattan,Harlem,40.825,-73.95181,Private room,90,3,2,6/08/2018,0.16,1,0
3462,"PERFECT LOCATION, 15 MINUTES TO MANHATTAN",75981937,Cem,Queens,Astoria,40.76002,-73.92252,Private room,48,1,47,22/06/2019,1.27,2,71
3463,Spacious  Bdrm in N.Y.C. (30 mins to Midtown),37252076,Iara,Queens,Jackson Heights,40.75436,-73.88534,Private room,50,3,1,19/06/2019,1,2,155
3464,LORIMER L TRAIN 5 minutes to the city,118378908,Jose,Brooklyn,Williamsburg,40.71493,-73.94861,Private room,65,1,2,1/01/2019,0.09,6,272
3465,Sonder | The Biltmore | Bright 1BR + Workspace,219517861,Sonder (NYC),Manhattan,Theater District,40.76118,-73.98628,Entire home/apt,154,29,0,,,327,343
3466,"Spacious room, great college area, 1 blck to train",1221228,Yimka,Brooklyn,Clinton Hill,40.69112,-73.96059,Private room,37,7,3,30/07/2017,0.12,1,0
3467,Over-sized amazing studio in East Village!,35957140,Oz,Manhattan,East Village,40.72941,-73.98094,Entire home/apt,150,4,9,30/05/2019,1.12,1,0
3468,"15 minutes to Manhattan, Times square",147269347,Chad,Queens,Long Island City,40.75507,-73.91822,Private room,70,1,2,7/07/2019,2,1,342
3469,Great  2br East Village Apartment,1449710,Whitney,Manhattan,East Village,40.72404,-73.98838,Entire home/apt,200,1,2,13/12/2015,0.05,1,0
3470,Large 1 bedroom apartment (shared),6313448,Lexy,Bronx,Bronxdale,40.85667,-73.86543,Entire home/apt,80,1,1,19/08/2014,0.02,1,0
3471,Cozy room in 2br Cobble Hill apartment,156959,Ekaterina,Brooklyn,Carroll Gardens,40.68342,-73.9912,Private room,90,4,1,2/10/2016,0.03,2,0
3472,Manhattan view in Bushwick,80897490,Steven,Brooklyn,Bedford-Stuyvesant,40.69099,-73.92657,Private room,50,1,1,7/09/2017,0.04,1,0
3473,Park Avenue 1 Bedroom,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.74506,-73.98202,Entire home/apt,99,30,2,13/05/2019,0.11,31,132
3474,"Cute, simple & cheap studio. Great location UES!",87348589,Hana,Manhattan,Upper East Side,40.77769,-73.94836,Entire home/apt,130,3,3,4/03/2019,0.64,1,0
3475,Amazing Studio step away from Time Square/53C,48146336,Irina,Manhattan,Hell's Kitchen,40.76152,-73.99388,Entire home/apt,130,30,4,31/05/2019,0.19,20,332
3476,Best value double room in New York B4,20559017,Yohan,Manhattan,East Harlem,40.78512,-73.94409,Private room,50,30,5,30/12/2018,0.11,9,330
3477,Beautifull Bed Stuy 1bdrm apt with outdoor space!,67523,Kv,Brooklyn,Bedford-Stuyvesant,40.69097,-73.93612,Entire home/apt,77,2,51,7/07/2019,3.1,1,5
3478,Glamorous one bedroom apartment in Brooklyn,4775716,Foster,Brooklyn,Prospect Heights,40.67696,-73.96669,Entire home/apt,165,2,21,29/06/2019,3.73,1,146
3479,Architect's Oasis,9952523,Fabi,Brooklyn,Crown Heights,40.66919,-73.95079,Entire home/apt,125,3,10,10/03/2017,0.22,1,0
3480,Light Room In Little Italy,3784521,Matiss,Bronx,Belmont,40.85487,-73.88711,Private room,70,7,0,,,1,0
3481,Private Entrance Astoria Five min walk to subway,131392140,Vik,Queens,Astoria,40.77407,-73.92262,Entire home/apt,125,2,49,17/03/2019,1.99,5,86
3482,Big Room with Private Bathroom,6195809,Dean,Manhattan,East Village,40.72607,-73.98867,Private room,149,364,8,7/01/2019,0.17,1,90
3483,Quiet and comfy Room in the heart of Williamsbourg,22620829,Imma,Brooklyn,Williamsburg,40.71102,-73.95829,Private room,75,2,6,7/07/2019,2.34,1,0
3484,Cozy room in Great Neighborhood,4266202,Jackeline,Queens,Astoria,40.76105,-73.92068,Private room,60,2,0,,,1,0
3485,"8 mins to Central Park,3 mins to Subway,Guest Room",14320524,Andrea,Manhattan,Upper East Side,40.77603,-73.95573,Private room,99,3,35,7/07/2019,2.22,1,162
3486,"1 Bed Apartment close to city, Astoria, LIC",1590939,James,Queens,Astoria,40.7588,-73.92566,Entire home/apt,101,10,0,,,1,0
3487,"1st Floor, Room # 6 (12' x 14')",244817841,Aminul,Brooklyn,East New York,40.6697,-73.8954,Private room,40,7,5,30/06/2019,1.95,13,247
3488,Studio Style Basement in Shared Apartment,63356650,Rochelle,Brooklyn,Crown Heights,40.6771,-73.96007,Private room,60,20,0,,,1,38
3489,1 Bd furnished Bayridge Brooklyn NY,119029523,Ebada,Brooklyn,Fort Hamilton,40.62241,-74.02863,Entire home/apt,115,4,3,19/05/2019,0.48,3,295
3490,Newly Converted Factory 1BR Loft,7503643,Vida,Brooklyn,Greenpoint,40.7272,-73.94176,Entire home/apt,149,30,2,18/08/2014,0.03,52,337
3491,Chic modern 1 bedroom apartment in Astor Place,23022462,Javier,Manhattan,East Village,40.7299,-73.98979,Entire home/apt,275,3,2,12/06/2019,0.7,1,123
3492,Private queen bedroom next to Empire State Bldg,167228202,Sarina,Manhattan,Chelsea,40.74991,-73.98854,Private room,150,3,0,,,1,9
3493,"Modern 2BDR. Great Location, Quiet, 24/7 Doorman",248035116,Adam And Ana,Manhattan,Financial District,40.70754,-74.00683,Entire home/apt,195,30,13,30/06/2019,4.59,1,174
3494,"Cozy lofted room, with patio",26082446,Natali,Brooklyn,Bushwick,40.69607,-73.92295,Private room,100,1,0,,,1,0
3495,Private Room in Trendy Williamsburg Loft,643120,Sam,Brooklyn,Williamsburg,40.71591,-73.95513,Private room,50,4,56,20/06/2019,2.53,4,8
3496,Long Island City,233417287,Felix,Queens,Long Island City,40.74248,-73.95674,Entire home/apt,150,2,3,13/02/2019,0.48,1,0
3497,The Library,7910657,Gretchen,Brooklyn,Park Slope,40.67245,-73.97365,Entire home/apt,250,2,3,23/06/2019,1.34,1,175
3498,Bedroom #2 in Queens,137838298,Norma,Queens,Jamaica,40.68121,-73.76869,Private room,60,1,22,16/12/2018,0.99,2,177
3499,Large Furnished Loft Financial District!!,27891261,Glenn,Manhattan,Financial District,40.709,-74.01221,Entire home/apt,160,30,2,15/06/2019,0.86,1,126
3500,COZY-CHIC CROWN HEIGHTS 1-BED,27442469,Deri,Brooklyn,Crown Heights,40.67694,-73.94631,Private room,145,3,1,1/05/2017,0.04,1,0
3501,"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM #4)",156948703,Asad,Queens,East Elmhurst,40.76918,-73.8719,Private room,55,1,208,6/07/2019,10.28,6,352
3502,Spain Room,5652395,Julio,Bronx,Concourse,40.81954,-73.92715,Private room,105,1,3,16/09/2018,0.14,2,365
3503,Spacious 2-bedroom in a modern bldg,27201435,Svetlana,Manhattan,East Harlem,40.80015,-73.94043,Entire home/apt,100,2,32,25/05/2016,0.62,1,0
3504,EAST VILLAGE 3BR ~WITH GARDEN VIEW!,2856748,Ruchi,Manhattan,East Village,40.73235,-73.98823,Entire home/apt,285,30,0,,,49,364
3505,1 bedroom in 4 BR 1 bath Apt females only,131621761,Annette,Brooklyn,East Flatbush,40.65292,-73.94269,Private room,50,1,0,,,1,0
3506,"Lovely Bdr in Harlem, Manhattan",1139574,Carmel,Manhattan,Harlem,40.816,-73.95545,Private room,100,1,33,25/05/2019,0.38,1,84
3507,Jades Place,4520673,Jade,Brooklyn,Williamsburg,40.71424,-73.96182,Private room,75,20,4,13/06/2019,0.52,2,95
3508,Gorgeous 1400 Sq Ft Artist's Loft,10674441,Annie,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607,Private room,75,3,5,27/01/2019,0.08,2,334
3509,Cozy studio Upper East/Manhattan,109036773,Mila,Manhattan,Upper East Side,40.76794,-73.95712,Entire home/apt,220,8,15,14/06/2019,0.52,1,14
3510,"Plant Haven: Cozy, spacious room in Manhattan",72377141,Ben,Manhattan,Upper West Side,40.80012,-73.96896,Private room,76,7,2,25/11/2017,0.09,3,0
3511,Spacious Home by the Bay,1277222,Sanda,Brooklyn,Sheepshead Bay,40.58581,-73.9383,Entire home/apt,189,2,13,25/10/2016,0.27,1,0
3512,Bask in the light! Studio bedroom in Williamsburg,1822729,Derek,Brooklyn,Williamsburg,40.71081,-73.96121,Private room,120,6,15,1/01/2019,0.21,2,9
3513,STUNNING 4 BEDROOM DUPLEX LUXURY BUILD. ROOF & GYM,261368719,Javier,Brooklyn,Bushwick,40.70065,-73.92446,Entire home/apt,400,3,2,22/06/2019,1.71,1,308
3514,Sunny Hamilton Heights Apartment,3951033,Folami,Manhattan,Harlem,40.83032,-73.9421,Entire home/apt,120,5,7,8/06/2019,1.69,1,84
3515,Great Deal!!! Big Room in the Heart of Harlem,7701998,Pedro,Manhattan,Harlem,40.81569,-73.94622,Private room,75,1,0,,,1,0
3516,Beautiful Studio in UWS,154895874,George,Manhattan,Upper West Side,40.79408,-73.97392,Entire home/apt,150,5,0,,,1,13
3517,The BEAUTY & the EAST/free street parking & WIFI,219738858,Joe,Manhattan,East Village,40.7307,-73.98299,Entire home/apt,120,365,4,17/05/2019,1.9,5,305
3518,Cozy and Sunny Space near Prospect Park,175507083,Brette,Brooklyn,Prospect-Lefferts Gardens,40.66114,-73.9498,Shared room,45,2,2,22/05/2018,0.13,1,35
3519,Modern luxury apartment on 42nd Street,19703184,John,Manhattan,Hell's Kitchen,40.76236,-73.99827,Entire home/apt,175,3,4,7/09/2018,0.29,1,0
3520,Convenient 1Bdr with Outdoor Space (sleeps 4),4264360,Matt,Brooklyn,Williamsburg,40.71263,-73.9591,Entire home/apt,100,2,6,29/01/2017,0.13,1,0
3521,Great Apartment with luxurious bath in NYC/Chelsea,5971251,D. Anthony,Manhattan,Chelsea,40.74197,-73.99702,Private room,176,2,123,23/06/2019,1.63,1,268
3522,Large Studio Doorman Elevator 5241,16098958,Jeremy & Laura,Manhattan,Midtown,40.75629,-73.96548,Entire home/apt,135,30,0,,,96,332
3523,Vicky客栈1,180991373,Vicky,Queens,Flushing,40.743,-73.82335,Private room,60,1,38,21/04/2019,2.68,5,0
3524,Hippie vibe spot,211941129,Katarzyna,Brooklyn,Greenpoint,40.7261,-73.95842,Private room,70,1,0,,,2,0
3525,The Brooklyn Blue House 4,183127881,Giana,Brooklyn,Canarsie,40.64651,-73.90043,Private room,59,2,28,3/06/2019,3.19,4,178
3526,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",462379,Loretta,Brooklyn,Carroll Gardens,40.67939,-73.99398,Entire home/apt,298,30,131,23/06/2019,1.84,2,296
3527,**Cozy Room In Hip Ultra Location LES/NOLITA**,105511610,Laura,Manhattan,Lower East Side,40.71916,-73.99229,Private room,98,2,76,24/06/2019,2.42,1,46
3528,Cozy Quaint Modern Garden Apartment,229443636,Burhan,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95279,Entire home/apt,349,2,15,2/06/2019,2.11,1,349
3529,纽约长岛市最新豪华网红楼王Jackson Park独立卧室出租!(出门就是地铁站!),190124793,Molly,Queens,Long Island City,40.74782,-73.93837,Private room,56,13,1,24/12/2018,0.15,1,12
3530,Cozy & Super Convenient Studio!,16398769,Michelle,Manhattan,Chelsea,40.74116,-73.99523,Entire home/apt,200,1,0,,,1,0
3531,Private Room in Modern Loft in Williamsburg,4440278,Emmanuel,Brooklyn,Williamsburg,40.71172,-73.94143,Private room,105,3,8,28/05/2019,0.32,3,179
3532,High Floor apt.near Columbus Circle,9173924,Jon,Manhattan,Hell's Kitchen,40.76708,-73.986,Entire home/apt,200,2,119,7/07/2019,1.89,1,216
3533,CHIC NEW YORK OASIS WITH ROOF DECK!,9381867,Gilleon,Brooklyn,Bedford-Stuyvesant,40.68273,-73.95437,Entire home/apt,185,1,0,,,1,0
3534,Bright Bedroom in Brooklyn Home,59875550,Liana,Brooklyn,Williamsburg,40.71493,-73.95995,Private room,50,14,1,23/01/2018,0.06,1,0
